-2.6617188E+00,-402.0E-06
-2.6609375E+00,-2.6131E-03
-2.6601563E+00,-1.2060E-03
-2.6593750E+00,-1.8090E-03
-2.6585938E+00,-2.5126E-03
-2.6578125E+00,-1.2060E-03
-2.6570313E+00,+1.5075E-03
-2.6562500E+00,+9.4472E-03
-2.6554688E+00,+4.7236E-03
-2.6546875E+00,+2.2111E-03
-2.6539063E+00,+5.8291E-03
-2.6531250E+00,+3.3166E-03
-2.6523437E+00,+904.5E-06
-2.6515625E+00,+3.3166E-03
-2.6507812E+00,+3.7186E-03
-2.6500000E+00,+3.1156E-03
-2.6492187E+00,+3.4171E-03
-2.6484375E+00,-502.5E-06
-2.6476562E+00,+5.1256E-03
-2.6468750E+00,+2.7136E-03
-2.6460937E+00,+2.9146E-03
-2.6453125E+00,-1.2060E-03
-2.6445312E+00,+4.7236E-03
-2.6437500E+00,+9.1457E-03
-2.6429687E+00,-100.5E-06
-2.6421875E+00,+1.8090E-03
-2.6414062E+00,+6.4322E-03
-2.6406250E+00,+3.8191E-03
-2.6398437E+00,+2.4121E-03
-2.6390625E+00,+4.0201E-03
-2.6382812E+00,+4.7236E-03
-2.6375000E+00,+11.5578E-03
-2.6367187E+00,+5.5276E-03
-2.6359375E+00,+3.0151E-03
-2.6351562E+00,+5.5276E-03
-2.6343750E+00,+3.2161E-03
-2.6335937E+00,+11.6583E-03
-2.6328125E+00,+3.5176E-03
-2.6320312E+00,+5.7286E-03
-2.6312500E+00,+2.9146E-03
-2.6304687E+00,+5.5276E-03
-2.6296875E+00,+5.8291E-03
-2.6289062E+00,+5.5276E-03
-2.6281250E+00,+2.5126E-03
-2.6273437E+00,+2.6131E-03
-2.6265625E+00,+4.2211E-03
-2.6257812E+00,+7.1357E-03
-2.6250000E+00,+2.8141E-03
-2.6242187E+00,+3.8191E-03
-2.6234375E+00,+2.5126E-03
-2.6226562E+00,+5.0251E-03
-2.6218750E+00,+2.6131E-03
-2.6210937E+00,+3.0151E-03
-2.6203125E+00,+3.1156E-03
-2.6195312E+00,+2.0101E-03
-2.6187500E+00,+6.2312E-03
-2.6179687E+00,+2.9146E-03
-2.6171875E+00,+2.9146E-03
-2.6164062E+00,+4.9246E-03
-2.6156250E+00,+2.6131E-03
-2.6148437E+00,+2.9146E-03
-2.6140625E+00,+3.1156E-03
-2.6132812E+00,+5.1256E-03
-2.6125000E+00,+2.6131E-03
-2.6117187E+00,+2.4121E-03
-2.6109375E+00,+3.4171E-03
-2.6101562E+00,+5.0251E-03
-2.6093750E+00,+2.1106E-03
-2.6085937E+00,+904.5E-06
-2.6078125E+00,-603.0E-06
-2.6070312E+00,+6.0302E-03
-2.6062500E+00,+2.4121E-03
-2.6054687E+00,+5.8291E-03
-2.6046875E+00,+2.8141E-03
-2.6039062E+00,+4.7236E-03
-2.6031250E+00,+3.0151E-03
-2.6023437E+00,+2.5126E-03
-2.6015625E+00,+1.8090E-03
-2.6007812E+00,+6.8342E-03
-2.6000000E+00,+2.8141E-03
-2.5992187E+00,+3.4171E-03
-2.5984375E+00,+2.3116E-03
-2.5976562E+00,+5.0251E-03
-2.5968750E+00,+1.0050E-03
-2.5960937E+00,+2.7136E-03
-2.5953125E+00,+5.7286E-03
-2.5945312E+00,+6.7337E-03
-2.5937500E+00,+3.0151E-03
-2.5929687E+00,+2.1106E-03
-2.5921875E+00,+2.4121E-03
