-52.980000E+00,+101E-06
-52.976875E+00,+2.211E-03
-52.973750E+00,+603E-06
-52.970625E+00,+2.613E-03
-52.967500E+00,-402E-06
-52.964375E+00,+3.417E-03
-52.961250E+00,+2.412E-03
-52.958125E+00,-2.111E-03
-52.955000E+00,+1.910E-03
-52.951875E+00,-1.407E-03
-52.948750E+00,-2.613E-03
-52.945625E+00,+1.809E-03
-52.942500E+00,-1.608E-03
-52.939375E+00,+2.915E-03
-52.936250E+00,+503E-06
-52.933125E+00,+2.613E-03
-52.930000E+00,-101E-06
-52.926875E+00,+2.814E-03
-52.923750E+00,+2.412E-03
-52.920625E+00,-2.211E-03
-52.917500E+00,+2.513E-03
-52.914375E+00,+1.910E-03
-52.911250E+00,-2.111E-03
-52.908125E+00,+1.910E-03
-52.905000E+00,-1.508E-03
-52.901875E+00,+2.613E-03
-52.898750E+00,+402E-06
-52.895625E+00,-2.513E-03
-52.892500E+00,-603E-06
-52.889375E+00,+2.513E-03
-52.886250E+00,+2.412E-03
-52.883125E+00,-1.407E-03
-52.880000E+00,+2.211E-03
-52.876875E+00,-2.312E-03
-52.873750E+00,-503E-06
-52.870625E+00,+2.010E-03
-52.867500E+00,-2.111E-03
-52.864375E+00,+2.613E-03
-52.861250E+00,+804E-06
-52.858125E+00,-402E-06
-52.855000E+00,-3.116E-03
-52.851875E+00,+3.518E-03
-52.848750E+00,-3.116E-03
-52.845625E+00,-1.508E-03
-52.842500E+00,-2.714E-03
-52.839375E+00,-3.116E-03
-52.836250E+00,+3.216E-03
-52.833125E+00,-1.005E-03
-52.830000E+00,+302E-06
-52.826875E+00,-3.518E-03
-52.823750E+00,-3.317E-03
-52.820625E+00,+4.623E-03
-52.817500E+00,-2.714E-03
-52.814375E+00,+3.618E-03
-52.811250E+00,-3.216E-03
-52.808125E+00,-2.211E-03
-52.805000E+00,+3.116E-03
-52.801875E+00,-2.814E-03
-52.798750E+00,+101E-06
-52.795625E+00,-4.121E-03
